name,duration_ms,track_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,time_signature
Back 2 Good,340173,6,0.559,0.504,7,-9.455,1,0.0246,0.106,0.0,0.13,0.479,89.051,audio_features,64XSAtXpCJUmadm3fkpH4z,spotify:track:64XSAtXpCJUmadm3fkpH4z,https://api.spotify.com/v1/tracks/64XSAtXpCJUmadm3fkpH4z,https://api.spotify.com/v1/audio-analysis/64XSAtXpCJUmadm3fkpH4z,4
A Horse with No Name,252240,5,0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,audio_features,54eZmuggBFJbV7k248bTTt,spotify:track:54eZmuggBFJbV7k248bTTt,https://api.spotify.com/v1/tracks/54eZmuggBFJbV7k248bTTt,https://api.spotify.com/v1/audio-analysis/54eZmuggBFJbV7k248bTTt,4
Said I Loved You...But I Lied,304867,1,0.547,0.569,10,-8.644,1,0.0271,0.189,7.05e-06,0.156,0.432,159.713,audio_features,2nfMrwg3aRhSAv4HX7IzJL,spotify:track:2nfMrwg3aRhSAv4HX7IzJL,https://api.spotify.com/v1/tracks/2nfMrwg3aRhSAv4HX7IzJL,https://api.spotify.com/v1/audio-analysis/2nfMrwg3aRhSAv4HX7IzJL,4
Bad Moon Rising,141600,5,0.641,0.774,2,-5.916,1,0.0278,0.0543,1.05e-05,0.0473,0.942,89.787,audio_features,66FSV5dLK5sNLZ00IfHxfD,spotify:track:66FSV5dLK5sNLZ00IfHxfD,https://api.spotify.com/v1/tracks/66FSV5dLK5sNLZ00IfHxfD,https://api.spotify.com/v1/audio-analysis/66FSV5dLK5sNLZ00IfHxfD,4
Proud Mary,187213,6,0.699,0.641,2,-7.564,1,0.0289,0.13,0.000218,0.0601,0.728,120.745,audio_features,6mv76kovZyVB0UHbqUsee0,spotify:track:6mv76kovZyVB0UHbqUsee0,https://api.spotify.com/v1/tracks/6mv76kovZyVB0UHbqUsee0,https://api.spotify.com/v1/audio-analysis/6mv76kovZyVB0UHbqUsee0,4
Down On The Corner,166280,1,0.858,0.544,0,-9.289,1,0.0751,0.583,0.00109,0.0707,0.874,108.217,audio_features,2gE95JskwQ1pCACTpGe1Db,spotify:track:2gE95JskwQ1pCACTpGe1Db,https://api.spotify.com/v1/tracks/2gE95JskwQ1pCACTpGe1Db,https://api.spotify.com/v1/audio-analysis/2gE95JskwQ1pCACTpGe1Db,4
After the Thrill Is Gone - 2013 Remaster,236664,8,0.572,0.358,7,-10.168,1,0.0292,0.407,0.00573,0.122,0.405,77.232,audio_features,73gx888k1raTwjFeuqIV5D,spotify:track:73gx888k1raTwjFeuqIV5D,https://api.spotify.com/v1/tracks/73gx888k1raTwjFeuqIV5D,https://api.spotify.com/v1/audio-analysis/73gx888k1raTwjFeuqIV5D,4
Gimme Three Steps,267173,3,0.554,0.74,9,-7.706,1,0.0803,0.698,6.9e-05,0.225,0.804,133.363,audio_features,0x2wtJbtJrox3SDmnMj97x,spotify:track:0x2wtJbtJrox3SDmnMj97x,https://api.spotify.com/v1/tracks/0x2wtJbtJrox3SDmnMj97x,https://api.spotify.com/v1/audio-analysis/0x2wtJbtJrox3SDmnMj97x,4
Long Cool Woman (In a Black Dress) - 1999 Remaster,199200,7,0.757,0.868,9,-9.326,1,0.062,0.411,0.00221,0.355,0.815,138.923,audio_features,5UwbnHhjnbinJH8TefuQfN,spotify:track:5UwbnHhjnbinJH8TefuQfN,https://api.spotify.com/v1/tracks/5UwbnHhjnbinJH8TefuQfN,https://api.spotify.com/v1/audio-analysis/5UwbnHhjnbinJH8TefuQfN,4
Rock with You - Single Version,220627,2,0.808,0.535,1,-12.521,1,0.0353,0.179,9.91e-05,0.158,0.848,114.031,audio_features,7oOOI85fVQvVnK5ynNMdW7,spotify:track:7oOOI85fVQvVnK5ynNMdW7,https://api.spotify.com/v1/tracks/7oOOI85fVQvVnK5ynNMdW7,https://api.spotify.com/v1/audio-analysis/7oOOI85fVQvVnK5ynNMdW7,4
Maria,291200,1,0.544,0.879,9,-3.987,1,0.0674,0.0241,0.00368,0.0778,0.78,159.663,audio_features,6nZOutMBlGD8rGMb8POIYr,spotify:track:6nZOutMBlGD8rGMb8POIYr,https://api.spotify.com/v1/tracks/6nZOutMBlGD8rGMb8POIYr,https://api.spotify.com/v1/audio-analysis/6nZOutMBlGD8rGMb8POIYr,4
Crazy Train - 2002 Version,289467,4,0.465,0.902,9,-4.628,1,0.0587,0.0184,0.00114,0.348,0.603,137.272,audio_features,61nSbxyL6VRPp32AMscxiF,spotify:track:61nSbxyL6VRPp32AMscxiF,https://api.spotify.com/v1/tracks/61nSbxyL6VRPp32AMscxiF,https://api.spotify.com/v1/audio-analysis/61nSbxyL6VRPp32AMscxiF,4
For What It's Worth,153693,1,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,audio_features,1qRA5BS78u3gME0loMl9AA,spotify:track:1qRA5BS78u3gME0loMl9AA,https://api.spotify.com/v1/tracks/1qRA5BS78u3gME0loMl9AA,https://api.spotify.com/v1/audio-analysis/1qRA5BS78u3gME0loMl9AA,4
Animal,247093,3,0.551,0.922,1,-5.336,0,0.0396,3.87e-05,1.29e-05,0.98,0.44,122.063,audio_features,3Dkl2HOfQTXtgzA83IUciz,spotify:track:3Dkl2HOfQTXtgzA83IUciz,https://api.spotify.com/v1/tracks/3Dkl2HOfQTXtgzA83IUciz,https://api.spotify.com/v1/audio-analysis/3Dkl2HOfQTXtgzA83IUciz,4
The Long Run - 2013 Remaster,221234,1,0.803,0.521,0,-7.775,1,0.0276,0.139,0.00899,0.081,0.969,99.46,audio_features,2YOwVfcUTRjNpcLny4UC4r,spotify:track:2YOwVfcUTRjNpcLny4UC4r,https://api.spotify.com/v1/tracks/2YOwVfcUTRjNpcLny4UC4r,https://api.spotify.com/v1/audio-analysis/2YOwVfcUTRjNpcLny4UC4r,4
Hysteria,354636,10,0.659,0.846,7,-5.508,1,0.0274,0.0318,0.0144,0.203,0.659,107.01,audio_features,2PFIZFcGry0po3ZfRZkzKc,spotify:track:2PFIZFcGry0po3ZfRZkzKc,https://api.spotify.com/v1/tracks/2PFIZFcGry0po3ZfRZkzKc,https://api.spotify.com/v1/audio-analysis/2PFIZFcGry0po3ZfRZkzKc,4
Time,413947,4,0.359,0.48,9,-11.79,1,0.0841,0.521,0.0043,0.178,0.355,120.285,audio_features,3TO7bbrUKrOSPGRTB5MeCz,spotify:track:3TO7bbrUKrOSPGRTB5MeCz,https://api.spotify.com/v1/tracks/3TO7bbrUKrOSPGRTB5MeCz,https://api.spotify.com/v1/audio-analysis/3TO7bbrUKrOSPGRTB5MeCz,4
Stuck In A Moment You Can't Get Out Of,271800,2,0.524,0.644,4,-4.986,1,0.0238,0.391,0.000246,0.168,0.324,158.52,audio_features,3xjTuTBaihydhSC7ByNoSb,spotify:track:3xjTuTBaihydhSC7ByNoSb,https://api.spotify.com/v1/tracks/3xjTuTBaihydhSC7ByNoSb,https://api.spotify.com/v1/audio-analysis/3xjTuTBaihydhSC7ByNoSb,4
Lies (feat. John Mayer),187827,4,0.718,0.604,10,-10.773,1,0.0303,0.0603,0.035,0.102,0.904,86.864,audio_features,6tVLHD70BlnaP260M4LSA9,spotify:track:6tVLHD70BlnaP260M4LSA9,https://api.spotify.com/v1/tracks/6tVLHD70BlnaP260M4LSA9,https://api.spotify.com/v1/audio-analysis/6tVLHD70BlnaP260M4LSA9,4
A Day In The Life - Remastered,337413,13,0.364,0.457,4,-14.162,0,0.0675,0.29,0.000106,0.922,0.175,163.219,audio_features,3ZFBeIyP41HhnALjxWy1pR,spotify:track:3ZFBeIyP41HhnALjxWy1pR,https://api.spotify.com/v1/tracks/3ZFBeIyP41HhnALjxWy1pR,https://api.spotify.com/v1/audio-analysis/3ZFBeIyP41HhnALjxWy1pR,4
Everybody Needs Somebody To Love - Mono / Remastered / Version 2,304707,1,0.533,0.781,2,-5.665,1,0.074,0.236,0.0225,0.154,0.785,177.917,audio_features,1YGKUHiQ6b4I6yXy9IONc5,spotify:track:1YGKUHiQ6b4I6yXy9IONc5,https://api.spotify.com/v1/tracks/1YGKUHiQ6b4I6yXy9IONc5,https://api.spotify.com/v1/audio-analysis/1YGKUHiQ6b4I6yXy9IONc5,4
Somebody To Love - Remastered 2011,296493,6,0.497,0.693,8,-7.024,1,0.0565,0.19,0.0,0.215,0.358,111.539,audio_features,6cFZ4PLC19taNlpl9pbGMf,spotify:track:6cFZ4PLC19taNlpl9pbGMf,https://api.spotify.com/v1/tracks/6cFZ4PLC19taNlpl9pbGMf,https://api.spotify.com/v1/audio-analysis/6cFZ4PLC19taNlpl9pbGMf,3
Maria,245701,4,0.545,0.812,9,-5.672,1,0.0609,0.028,0.00111,0.0749,0.785,159.69,audio_features,4jDhI4nE32u8meRN1aOu8u,spotify:track:4jDhI4nE32u8meRN1aOu8u,https://api.spotify.com/v1/tracks/4jDhI4nE32u8meRN1aOu8u,https://api.spotify.com/v1/audio-analysis/4jDhI4nE32u8meRN1aOu8u,4
Come and Get Your Love,300200,3,0.674,0.785,11,-6.126,0,0.0535,0.127,7.9e-05,0.0764,0.853,105.543,audio_features,5519RhpzObr9Mn3iqoeodJ,spotify:track:5519RhpzObr9Mn3iqoeodJ,https://api.spotify.com/v1/tracks/5519RhpzObr9Mn3iqoeodJ,https://api.spotify.com/v1/audio-analysis/5519RhpzObr9Mn3iqoeodJ,4
Margaritaville,249200,6,0.793,0.474,2,-15.903,1,0.0378,0.634,0.00051,0.0951,0.842,125.143,audio_features,57FvuUotRyzRl8hwIhCVuO,spotify:track:57FvuUotRyzRl8hwIhCVuO,https://api.spotify.com/v1/tracks/57FvuUotRyzRl8hwIhCVuO,https://api.spotify.com/v1/audio-analysis/57FvuUotRyzRl8hwIhCVuO,4
Wild World,200173,3,0.484,0.508,0,-9.308,1,0.0364,0.376,0.000791,0.0961,0.554,151.867,audio_features,6Xz7FeyE8HTP90HecgHV57,spotify:track:6Xz7FeyE8HTP90HecgHV57,https://api.spotify.com/v1/tracks/6Xz7FeyE8HTP90HecgHV57,https://api.spotify.com/v1/audio-analysis/6Xz7FeyE8HTP90HecgHV57,4
Father And Son,221000,10,0.499,0.33,7,-11.467,1,0.0348,0.589,4.21e-05,0.102,0.395,135.993,audio_features,19slC7k8bsPOAKDjHYLU2W,spotify:track:19slC7k8bsPOAKDjHYLU2W,https://api.spotify.com/v1/tracks/19slC7k8bsPOAKDjHYLU2W,https://api.spotify.com/v1/audio-analysis/19slC7k8bsPOAKDjHYLU2W,4
Patience,354400,5,0.458,0.265,6,-14.452,1,0.0313,0.723,0.000254,0.192,0.352,120.411,audio_features,2uKcU4FPX5eOjmd6RWb9OF,spotify:track:2uKcU4FPX5eOjmd6RWb9OF,https://api.spotify.com/v1/tracks/2uKcU4FPX5eOjmd6RWb9OF,https://api.spotify.com/v1/audio-analysis/2uKcU4FPX5eOjmd6RWb9OF,4
"Hold Me, Thrill Me, Kiss Me",164560,9,0.553,0.314,4,-8.542,1,0.0354,0.848,6.06e-05,0.105,0.509,82.67,audio_features,6s79kBwD44fMpRl2F7o9pE,spotify:track:6s79kBwD44fMpRl2F7o9pE,https://api.spotify.com/v1/tracks/6s79kBwD44fMpRl2F7o9pE,https://api.spotify.com/v1/audio-analysis/6s79kBwD44fMpRl2F7o9pE,4
When Love & Hate Collide,259160,1,0.485,0.53,4,-9.611,1,0.0279,0.0272,0.0,0.151,0.28,67.97,audio_features,1bCMeYi91d4TH2Z5tJMW0c,spotify:track:1bCMeYi91d4TH2Z5tJMW0c,https://api.spotify.com/v1/tracks/1bCMeYi91d4TH2Z5tJMW0c,https://api.spotify.com/v1/audio-analysis/1bCMeYi91d4TH2Z5tJMW0c,4
Flowers On the Wall,138800,4,0.784,0.451,8,-11.225,0,0.0723,0.792,4.09e-05,0.115,0.78,100.303,audio_features,7ledv9CTjqdwnvHgRmETyZ,spotify:track:7ledv9CTjqdwnvHgRmETyZ,https://api.spotify.com/v1/tracks/7ledv9CTjqdwnvHgRmETyZ,https://api.spotify.com/v1/audio-analysis/7ledv9CTjqdwnvHgRmETyZ,4
Southern Cross - 2005 Remaster,281000,3,0.669,0.446,2,-11.125,1,0.0312,0.476,3.04e-06,0.153,0.587,81.558,audio_features,5AoZknxgY6F25gAcVahO41,spotify:track:5AoZknxgY6F25gAcVahO41,https://api.spotify.com/v1/tracks/5AoZknxgY6F25gAcVahO41,https://api.spotify.com/v1/audio-analysis/5AoZknxgY6F25gAcVahO41,4
Do I Have To Say The Words?,371173,8,0.505,0.585,7,-9.412,1,0.0289,0.0821,2.57e-06,0.161,0.47,128.051,audio_features,2jstyP5wqWuPfH8GCRUrwr,spotify:track:2jstyP5wqWuPfH8GCRUrwr,https://api.spotify.com/v1/tracks/2jstyP5wqWuPfH8GCRUrwr,https://api.spotify.com/v1/audio-analysis/2jstyP5wqWuPfH8GCRUrwr,4
Change the World,234867,2,0.721,0.558,9,-8.8,1,0.0246,0.492,0.00563,0.113,0.542,96.887,audio_features,6BQNJ0JFKh8sWjQLI6Zudi,spotify:track:6BQNJ0JFKh8sWjQLI6Zudi,https://api.spotify.com/v1/tracks/6BQNJ0JFKh8sWjQLI6Zudi,https://api.spotify.com/v1/audio-analysis/6BQNJ0JFKh8sWjQLI6Zudi,4
You Don't Mess Around With Jim,183067,1,0.699,0.782,4,-5.203,1,0.0567,0.569,1e-05,0.0921,0.97,164.817,audio_features,0Z97JEXHiXXHpc4blFKQc6,spotify:track:0Z97JEXHiXXHpc4blFKQc6,https://api.spotify.com/v1/tracks/0Z97JEXHiXXHpc4blFKQc6,https://api.spotify.com/v1/audio-analysis/0Z97JEXHiXXHpc4blFKQc6,4
Have You Ever Really Loved A Woman?,291667,13,0.57,0.478,7,-10.185,1,0.0322,0.536,1.33e-05,0.0931,0.358,145.517,audio_features,32Gf5A7Hr8RdgggXG0Fdks,spotify:track:32Gf5A7Hr8RdgggXG0Fdks,https://api.spotify.com/v1/tracks/32Gf5A7Hr8RdgggXG0Fdks,https://api.spotify.com/v1/audio-analysis/32Gf5A7Hr8RdgggXG0Fdks,3
Angel,308907,9,0.239,0.819,3,-3.583,1,0.0393,0.304,0.0,0.0855,0.439,171.449,audio_features,3kfXUGIdBNpyr2gBvU3Guj,spotify:track:3kfXUGIdBNpyr2gBvU3Guj,https://api.spotify.com/v1/tracks/3kfXUGIdBNpyr2gBvU3Guj,https://api.spotify.com/v1/audio-analysis/3kfXUGIdBNpyr2gBvU3Guj,4
(Everything I Do) I Do It For You,394133,12,0.526,0.365,1,-12.605,1,0.028,0.0775,1.35e-05,0.0618,0.253,131.253,audio_features,6eBK3edMW7bEzecF1eCezc,spotify:track:6eBK3edMW7bEzecF1eCezc,https://api.spotify.com/v1/tracks/6eBK3edMW7bEzecF1eCezc,https://api.spotify.com/v1/audio-analysis/6eBK3edMW7bEzecF1eCezc,4
Straight From The Heart,211933,4,0.587,0.237,0,-18.466,1,0.0272,0.0766,0.0,0.139,0.366,84.764,audio_features,5eaK7PLGwyDXmHfTdWZZuE,spotify:track:5eaK7PLGwyDXmHfTdWZZuE,https://api.spotify.com/v1/tracks/5eaK7PLGwyDXmHfTdWZZuE,https://api.spotify.com/v1/audio-analysis/5eaK7PLGwyDXmHfTdWZZuE,4
Helplessly Hoping - 2005 Remaster,157893,8,0.567,0.159,7,-13.648,1,0.0331,0.914,0.0,0.111,0.436,146.913,audio_features,1UKobFsdqNXQb8OthimCKe,spotify:track:1UKobFsdqNXQb8OthimCKe,https://api.spotify.com/v1/tracks/1UKobFsdqNXQb8OthimCKe,https://api.spotify.com/v1/audio-analysis/1UKobFsdqNXQb8OthimCKe,4
Suite: Judy Blue Eyes - 2005 Remaster,444053,1,0.451,0.364,9,-13.126,1,0.0436,0.469,0.0,0.197,0.298,154.206,audio_features,2PuUFT13yCzUOZun94WOXv,spotify:track:2PuUFT13yCzUOZun94WOXv,https://api.spotify.com/v1/tracks/2PuUFT13yCzUOZun94WOXv,https://api.spotify.com/v1/audio-analysis/2PuUFT13yCzUOZun94WOXv,4
Pour Some Sugar On Me - Remastered 2017,267307,5,0.267,0.953,1,-4.899,0,0.096,0.00211,0.0,0.283,0.568,84.989,audio_features,0PdM2a6oIjqepoEfcJo0RO,spotify:track:0PdM2a6oIjqepoEfcJo0RO,https://api.spotify.com/v1/tracks/0PdM2a6oIjqepoEfcJo0RO,https://api.spotify.com/v1/audio-analysis/0PdM2a6oIjqepoEfcJo0RO,4
Dear Prudence - Remastered 2009,235773,2,0.388,0.529,7,-10.533,1,0.0436,0.16,0.0681,0.108,0.332,150.721,audio_features,5NQYyej46WQkgCbnzGD21W,spotify:track:5NQYyej46WQkgCbnzGD21W,https://api.spotify.com/v1/tracks/5NQYyej46WQkgCbnzGD21W,https://api.spotify.com/v1/audio-analysis/5NQYyej46WQkgCbnzGD21W,4
Earth Song,406040,5,0.501,0.439,3,-7.521,0,0.0313,0.482,0.000117,0.087,0.145,138.377,audio_features,4GCGH6TJ69neckwITeBFXK,spotify:track:4GCGH6TJ69neckwITeBFXK,https://api.spotify.com/v1/tracks/4GCGH6TJ69neckwITeBFXK,https://api.spotify.com/v1/audio-analysis/4GCGH6TJ69neckwITeBFXK,4
Peaceful Easy Feeling - 2013 Remaster,257963,9,0.568,0.634,4,-12.336,1,0.0282,0.494,0.00281,0.252,0.866,142.686,audio_features,40h65HAR8COEoqkMwUUQHu,spotify:track:40h65HAR8COEoqkMwUUQHu,https://api.spotify.com/v1/tracks/40h65HAR8COEoqkMwUUQHu,https://api.spotify.com/v1/audio-analysis/40h65HAR8COEoqkMwUUQHu,4
Beast Of Burden - Remastered,265173,9,0.786,0.87,1,-3.875,0,0.0316,0.413,0.000494,0.0389,0.864,100.66,audio_features,0832Tptls5YicHPGgw7ssP,spotify:track:0832Tptls5YicHPGgw7ssP,https://api.spotify.com/v1/tracks/0832Tptls5YicHPGgw7ssP,https://api.spotify.com/v1/audio-analysis/0832Tptls5YicHPGgw7ssP,4
He Ain't Heavy He's My Brother,258800,1,0.319,0.275,7,-13.195,1,0.0303,0.444,0.000365,0.183,0.253,75.762,audio_features,1ZCN1OVTk5LbbdEWhgWfpW,spotify:track:1ZCN1OVTk5LbbdEWhgWfpW,https://api.spotify.com/v1/tracks/1ZCN1OVTk5LbbdEWhgWfpW,https://api.spotify.com/v1/audio-analysis/1ZCN1OVTk5LbbdEWhgWfpW,4
While My Guitar Gently Weeps - Remastered 2009,285000,7,0.453,0.654,4,-8.855,0,0.0317,0.0205,0.00395,0.172,0.702,115.0,audio_features,389QX9Q1eUOEZ19vtzzI9O,spotify:track:389QX9Q1eUOEZ19vtzzI9O,https://api.spotify.com/v1/tracks/389QX9Q1eUOEZ19vtzzI9O,https://api.spotify.com/v1/audio-analysis/389QX9Q1eUOEZ19vtzzI9O,4
American Pie,516893,1,0.531,0.481,4,-11.709,0,0.06,0.699,0.0,0.0842,0.491,138.45,audio_features,1fDsrQ23eTAVFElUMaf38X,spotify:track:1fDsrQ23eTAVFElUMaf38X,https://api.spotify.com/v1/tracks/1fDsrQ23eTAVFElUMaf38X,https://api.spotify.com/v1/audio-analysis/1fDsrQ23eTAVFElUMaf38X,4
Can't You See,365093,2,0.406,0.713,7,-5.49,1,0.0348,0.276,0.00354,0.112,0.577,164.444,audio_features,4fUU9WKxEgJXyrZJsUA2iP,spotify:track:4fUU9WKxEgJXyrZJsUA2iP,https://api.spotify.com/v1/tracks/4fUU9WKxEgJXyrZJsUA2iP,https://api.spotify.com/v1/audio-analysis/4fUU9WKxEgJXyrZJsUA2iP,4
Isolation - Remastered 2010,172253,5,0.571,0.0788,2,-15.284,1,0.0393,0.909,0.00921,0.0794,0.254,115.726,audio_features,3sRQJYlA7P4oIRUwy8Im9r,spotify:track:3sRQJYlA7P4oIRUwy8Im9r,https://api.spotify.com/v1/tracks/3sRQJYlA7P4oIRUwy8Im9r,https://api.spotify.com/v1/audio-analysis/3sRQJYlA7P4oIRUwy8Im9r,4
Breakfast In America - 2010 Remastered,159347,4,0.532,0.663,0,-5.886,0,0.0292,0.425,1.07e-06,0.0734,0.756,75.14,audio_features,4a5pNRjwmzYQuEY1E7O6pj,spotify:track:4a5pNRjwmzYQuEY1E7O6pj,https://api.spotify.com/v1/tracks/4a5pNRjwmzYQuEY1E7O6pj,https://api.spotify.com/v1/audio-analysis/4a5pNRjwmzYQuEY1E7O6pj,4
Is This Love - 2017 Remastered Version,284600,4,0.333,0.79,0,-6.802,1,0.0386,0.109,0.0,0.115,0.534,180.356,audio_features,3qwnfEm2N8lvD9BaJvOfaW,spotify:track:3qwnfEm2N8lvD9BaJvOfaW,https://api.spotify.com/v1/tracks/3qwnfEm2N8lvD9BaJvOfaW,https://api.spotify.com/v1/audio-analysis/3qwnfEm2N8lvD9BaJvOfaW,4
Autumn Leaves,340787,14,0.549,0.188,11,-17.402,0,0.0309,0.795,0.682,0.11,0.198,82.745,audio_features,6bLy8YiVKRpUzwWZG6lVDq,spotify:track:6bLy8YiVKRpUzwWZG6lVDq,https://api.spotify.com/v1/tracks/6bLy8YiVKRpUzwWZG6lVDq,https://api.spotify.com/v1/audio-analysis/6bLy8YiVKRpUzwWZG6lVDq,4
Crazy On You,293440,3,0.427,0.459,9,-12.442,0,0.0332,0.116,0.000103,0.132,0.383,129.878,audio_features,5zH710lFSLtkHbMkslLDjR,spotify:track:5zH710lFSLtkHbMkslLDjR,https://api.spotify.com/v1/tracks/5zH710lFSLtkHbMkslLDjR,https://api.spotify.com/v1/audio-analysis/5zH710lFSLtkHbMkslLDjR,4
Paradise City,406307,6,0.274,0.949,11,-8.642,1,0.0896,0.0214,0.00778,0.218,0.497,100.346,audio_features,5Q41NLTmGbVPozwHKK7bk2,spotify:track:5Q41NLTmGbVPozwHKK7bk2,https://api.spotify.com/v1/tracks/5Q41NLTmGbVPozwHKK7bk2,https://api.spotify.com/v1/audio-analysis/5Q41NLTmGbVPozwHKK7bk2,4
Peace of Mind,303587,2,0.419,0.677,4,-6.183,1,0.0343,0.00101,9.99e-05,0.211,0.684,127.678,audio_features,1GqlvSEtMx5xbGptxOTTyk,spotify:track:1GqlvSEtMx5xbGptxOTTyk,https://api.spotify.com/v1/tracks/1GqlvSEtMx5xbGptxOTTyk,https://api.spotify.com/v1/audio-analysis/1GqlvSEtMx5xbGptxOTTyk,4
Heartache Tonight - 2013 Remaster,265678,6,0.81,0.511,0,-6.454,1,0.0409,0.0778,0.000226,0.0714,0.858,113.153,audio_features,2bzgKuK3pVez40qUvo8sYr,spotify:track:2bzgKuK3pVez40qUvo8sYr,https://api.spotify.com/v1/tracks/2bzgKuK3pVez40qUvo8sYr,https://api.spotify.com/v1/audio-analysis/2bzgKuK3pVez40qUvo8sYr,4
Us and Them,469224,7,0.357,0.302,2,-14.526,1,0.0303,0.862,0.559,0.634,0.135,72.518,audio_features,1TKTiKp3zbNgrBH2IwSwIx,spotify:track:1TKTiKp3zbNgrBH2IwSwIx,https://api.spotify.com/v1/tracks/1TKTiKp3zbNgrBH2IwSwIx,https://api.spotify.com/v1/audio-analysis/1TKTiKp3zbNgrBH2IwSwIx,4
Listen to the Music,227267,1,0.645,0.598,1,-13.18,0,0.0335,0.221,3.53e-06,0.0721,0.913,105.929,audio_features,7Ar4G7Ci11gpt6sfH9Cgz5,spotify:track:7Ar4G7Ci11gpt6sfH9Cgz5,https://api.spotify.com/v1/tracks/7Ar4G7Ci11gpt6sfH9Cgz5,https://api.spotify.com/v1/audio-analysis/7Ar4G7Ci11gpt6sfH9Cgz5,4
The Logical Song - Remastered 2010,251253,2,0.625,0.758,5,-6.213,0,0.0463,0.512,0.00022,0.153,0.695,119.719,audio_features,6mHOcVtsHLMuesJkswc0GZ,spotify:track:6mHOcVtsHLMuesJkswc0GZ,https://api.spotify.com/v1/tracks/6mHOcVtsHLMuesJkswc0GZ,https://api.spotify.com/v1/audio-analysis/6mHOcVtsHLMuesJkswc0GZ,4
The Wind Cries Mary,200733,7,0.499,0.495,5,-10.508,1,0.0501,0.348,0.0286,0.2,0.339,80.086,audio_features,5H6Jp0syB5yEPk7SWYdlmk,spotify:track:5H6Jp0syB5yEPk7SWYdlmk,https://api.spotify.com/v1/tracks/5H6Jp0syB5yEPk7SWYdlmk,https://api.spotify.com/v1/audio-analysis/5H6Jp0syB5yEPk7SWYdlmk,4
Kissing a Fool,275333,6,0.394,0.274,5,-14.314,1,0.031,0.168,8.55e-06,0.105,0.166,116.801,audio_features,4ZCaO5I6XdIHb0X2UwNDtZ,spotify:track:4ZCaO5I6XdIHb0X2UwNDtZ,https://api.spotify.com/v1/tracks/4ZCaO5I6XdIHb0X2UwNDtZ,https://api.spotify.com/v1/audio-analysis/4ZCaO5I6XdIHb0X2UwNDtZ,3
Your Time Is Gonna Come - Remaster,274694,5,0.328,0.575,7,-10.437,1,0.0439,0.351,0.000556,0.688,0.249,149.645,audio_features,5RPiBNQVmuEm7YlVVotrLa,spotify:track:5RPiBNQVmuEm7YlVVotrLa,https://api.spotify.com/v1/tracks/5RPiBNQVmuEm7YlVVotrLa,https://api.spotify.com/v1/audio-analysis/5RPiBNQVmuEm7YlVVotrLa,4
Eleanor Rigby - Remastered 2009,126533,2,0.581,0.28,4,-9.091,0,0.0381,0.936,1.56e-05,0.305,0.813,137.831,audio_features,5GjPQ0eI7AgmOnADn1EO6Q,spotify:track:5GjPQ0eI7AgmOnADn1EO6Q,https://api.spotify.com/v1/tracks/5GjPQ0eI7AgmOnADn1EO6Q,https://api.spotify.com/v1/audio-analysis/5GjPQ0eI7AgmOnADn1EO6Q,4
Young Lust,209957,9,0.615,0.55,11,-13.858,0,0.0349,0.0546,0.19,0.747,0.549,95.488,audio_features,3xGJuHvSxFJxxYlHj5BIoT,spotify:track:3xGJuHvSxFJxxYlHj5BIoT,https://api.spotify.com/v1/tracks/3xGJuHvSxFJxxYlHj5BIoT,https://api.spotify.com/v1/audio-analysis/3xGJuHvSxFJxxYlHj5BIoT,4
Bron-Y-Aur Stomp - Remaster,257346,9,0.525,0.501,1,-14.192,1,0.0318,0.16,0.025,0.146,0.333,108.291,audio_features,1dK6cNOMYjEP3QGYOfwP6t,spotify:track:1dK6cNOMYjEP3QGYOfwP6t,https://api.spotify.com/v1/tracks/1dK6cNOMYjEP3QGYOfwP6t,https://api.spotify.com/v1/audio-analysis/1dK6cNOMYjEP3QGYOfwP6t,4
All Along the Watchtower,240800,15,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,audio_features,2aoo2jlRnM3A0NyLQqMN2f,spotify:track:2aoo2jlRnM3A0NyLQqMN2f,https://api.spotify.com/v1/tracks/2aoo2jlRnM3A0NyLQqMN2f,https://api.spotify.com/v1/audio-analysis/2aoo2jlRnM3A0NyLQqMN2f,4
Jumpin' Jack Flash - Mono,219467,21,0.596,0.901,3,-7.373,1,0.0482,0.0362,0.749,0.0698,0.621,137.359,audio_features,55LRDFmsuazr533WrtHHW9,spotify:track:55LRDFmsuazr533WrtHHW9,https://api.spotify.com/v1/tracks/55LRDFmsuazr533WrtHHW9,https://api.spotify.com/v1/audio-analysis/55LRDFmsuazr533WrtHHW9,4
Top Of The World,179173,2,0.378,0.349,10,-12.918,1,0.0455,0.817,0.0,0.0999,0.663,184.428,audio_features,4mtUOBfy2KjqTOPl7N8esR,spotify:track:4mtUOBfy2KjqTOPl7N8esR,https://api.spotify.com/v1/tracks/4mtUOBfy2KjqTOPl7N8esR,https://api.spotify.com/v1/audio-analysis/4mtUOBfy2KjqTOPl7N8esR,4
