name,duration_ms,track_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,time_signature
End Of The Line,209520,10,0.578,0.836,2,-6.607,1,0.0512,0.163,1.36e-06,0.0583,0.932,167.026,audio_features,4HA2jo7wkMdN1lmLO6ryzE,spotify:track:4HA2jo7wkMdN1lmLO6ryzE,https://api.spotify.com/v1/tracks/4HA2jo7wkMdN1lmLO6ryzE,https://api.spotify.com/v1/audio-analysis/4HA2jo7wkMdN1lmLO6ryzE,4
Nobody’s Fool,307453,6,0.176,0.742,9,-5.543,0,0.0376,0.0058,0.0628,0.775,0.168,135.204,audio_features,6Emp7DEsP5a3nsEMwyB5iG,spotify:track:6Emp7DEsP5a3nsEMwyB5iG,https://api.spotify.com/v1/tracks/6Emp7DEsP5a3nsEMwyB5iG,https://api.spotify.com/v1/audio-analysis/6Emp7DEsP5a3nsEMwyB5iG,4
High Hopes,510965,11,0.519,0.413,0,-12.535,0,0.0251,0.205,0.152,0.351,0.267,75.219,audio_features,5a4MgIUSf9K8wXLSm6xPEx,spotify:track:5a4MgIUSf9K8wXLSm6xPEx,https://api.spotify.com/v1/tracks/5a4MgIUSf9K8wXLSm6xPEx,https://api.spotify.com/v1/audio-analysis/5a4MgIUSf9K8wXLSm6xPEx,4
You Have Been Loved,330800,10,0.605,0.243,4,-15.602,0,0.028,0.243,0.0712,0.113,0.161,136.79,audio_features,1W19bowAmX4WJusclbWIbM,spotify:track:1W19bowAmX4WJusclbWIbM,https://api.spotify.com/v1/tracks/1W19bowAmX4WJusclbWIbM,https://api.spotify.com/v1/audio-analysis/1W19bowAmX4WJusclbWIbM,4
Foolin',274118,6,0.608,0.787,9,-6.703,0,0.0277,0.000337,0.00782,0.111,0.474,113.796,audio_features,1wv8bYmoqY3TAKKQY3Qn7t,spotify:track:1wv8bYmoqY3TAKKQY3Qn7t,https://api.spotify.com/v1/tracks/1wv8bYmoqY3TAKKQY3Qn7t,https://api.spotify.com/v1/audio-analysis/1wv8bYmoqY3TAKKQY3Qn7t,4
Poison,270080,1,0.28,0.908,2,-5.509,0,0.109,0.0327,8.85e-06,0.18,0.26,118.698,audio_features,5XcZRgJv3zMhTqCyESjQrF,spotify:track:5XcZRgJv3zMhTqCyESjQrF,https://api.spotify.com/v1/tracks/5XcZRgJv3zMhTqCyESjQrF,https://api.spotify.com/v1/audio-analysis/5XcZRgJv3zMhTqCyESjQrF,4
Eye In The Sky,276280,2,0.823,0.417,2,-12.643,1,0.032,0.562,0.00098,0.0765,0.522,111.928,audio_features,39qYD4J4BKvZMQgxfXl5bv,spotify:track:39qYD4J4BKvZMQgxfXl5bv,https://api.spotify.com/v1/tracks/39qYD4J4BKvZMQgxfXl5bv,https://api.spotify.com/v1/audio-analysis/39qYD4J4BKvZMQgxfXl5bv,4
The Way You Make Me Feel - 2012 Remaster,298120,2,0.877,0.854,1,-4.523,1,0.147,0.0544,5.5e-05,0.144,0.54,114.472,audio_features,0sKlV58cODrjxGFOyf9IXY,spotify:track:0sKlV58cODrjxGFOyf9IXY,https://api.spotify.com/v1/tracks/0sKlV58cODrjxGFOyf9IXY,https://api.spotify.com/v1/audio-analysis/0sKlV58cODrjxGFOyf9IXY,4
Beat It,258040,5,0.779,0.867,3,-3.704,0,0.0457,0.0491,7.98e-06,0.197,0.915,138.858,audio_features,1OOtq8tRnDM8kG2gqUPjAj,spotify:track:1OOtq8tRnDM8kG2gqUPjAj,https://api.spotify.com/v1/tracks/1OOtq8tRnDM8kG2gqUPjAj,https://api.spotify.com/v1/audio-analysis/1OOtq8tRnDM8kG2gqUPjAj,4
Billie Jean,293827,6,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.847,117.046,audio_features,5ChkMS8OtdzJeqyybCc9R5,spotify:track:5ChkMS8OtdzJeqyybCc9R5,https://api.spotify.com/v1/tracks/5ChkMS8OtdzJeqyybCc9R5,https://api.spotify.com/v1/audio-analysis/5ChkMS8OtdzJeqyybCc9R5,4
Don't Stop 'Til You Get Enough,365467,1,0.878,0.821,11,-9.875,1,0.089,0.126,0.0461,0.183,0.947,118.881,audio_features,46eu3SBuFCXWsPT39Yg3tJ,spotify:track:46eu3SBuFCXWsPT39Yg3tJ,https://api.spotify.com/v1/tracks/46eu3SBuFCXWsPT39Yg3tJ,https://api.spotify.com/v1/audio-analysis/46eu3SBuFCXWsPT39Yg3tJ,4
Remember the Time,239227,5,0.831,0.921,5,-2.383,0,0.0582,0.153,0.00224,0.305,0.795,108.002,audio_features,4jnFqNWeJCeCRHc4HCdxfd,spotify:track:4jnFqNWeJCeCRHc4HCdxfd,https://api.spotify.com/v1/tracks/4jnFqNWeJCeCRHc4HCdxfd,https://api.spotify.com/v1/audio-analysis/4jnFqNWeJCeCRHc4HCdxfd,4
Money,281800,7,0.899,0.681,10,-6.913,0,0.0804,0.032,1.82e-05,0.196,0.817,102.942,audio_features,2VCSO1mqWPALcPbEQwgSd3,spotify:track:2VCSO1mqWPALcPbEQwgSd3,https://api.spotify.com/v1/tracks/2VCSO1mqWPALcPbEQwgSd3,https://api.spotify.com/v1/audio-analysis/2VCSO1mqWPALcPbEQwgSd3,4
Man in the Mirror - 2012 Remaster,318680,7,0.808,0.812,8,-5.012,1,0.0381,0.52,7.91e-05,0.134,0.269,100.331,audio_features,1kiNatIrwDusOZfR29W0LJ,spotify:track:1kiNatIrwDusOZfR29W0LJ,https://api.spotify.com/v1/tracks/1kiNatIrwDusOZfR29W0LJ,https://api.spotify.com/v1/audio-analysis/1kiNatIrwDusOZfR29W0LJ,4
This Ain't A Love Song,306240,3,0.348,0.635,4,-6.836,1,0.0386,0.0932,0.0,0.126,0.144,87.974,audio_features,0ZLBD6hHGN9LYOtNlu2n8e,spotify:track:0ZLBD6hHGN9LYOtNlu2n8e,https://api.spotify.com/v1/tracks/0ZLBD6hHGN9LYOtNlu2n8e,https://api.spotify.com/v1/audio-analysis/0ZLBD6hHGN9LYOtNlu2n8e,3
Black Water,255267,4,0.532,0.441,2,-12.866,1,0.0434,0.228,0.0,0.0846,0.67,169.275,audio_features,4p8QcNkaq2FQj8uGJ7HEDK,spotify:track:4p8QcNkaq2FQj8uGJ7HEDK,https://api.spotify.com/v1/tracks/4p8QcNkaq2FQj8uGJ7HEDK,https://api.spotify.com/v1/audio-analysis/4p8QcNkaq2FQj8uGJ7HEDK,4
Magic Man,328360,1,0.435,0.444,7,-12.816,0,0.0336,0.159,0.000705,0.457,0.734,103.818,audio_features,4sUlsy0tPv9n5nqrqeA0lE,spotify:track:4sUlsy0tPv9n5nqrqeA0lE,https://api.spotify.com/v1/tracks/4sUlsy0tPv9n5nqrqeA0lE,https://api.spotify.com/v1/audio-analysis/4sUlsy0tPv9n5nqrqeA0lE,4
Run Through The Jungle,184747,6,0.641,0.612,2,-8.307,1,0.0361,0.0474,0.0588,0.102,0.854,136.413,audio_features,6J0AjzrYsPZrQtw6IjErhy,spotify:track:6J0AjzrYsPZrQtw6IjErhy,https://api.spotify.com/v1/tracks/6J0AjzrYsPZrQtw6IjErhy,https://api.spotify.com/v1/audio-analysis/6J0AjzrYsPZrQtw6IjErhy,4
Welcome To The Jungle,273600,1,0.445,0.955,8,-8.027,1,0.0856,0.0326,0.284,0.317,0.336,123.343,audio_features,5NIPsWpDjJTFBoPxCUUeXp,spotify:track:5NIPsWpDjJTFBoPxCUUeXp,https://api.spotify.com/v1/tracks/5NIPsWpDjJTFBoPxCUUeXp,https://api.spotify.com/v1/audio-analysis/5NIPsWpDjJTFBoPxCUUeXp,4
Rock You Like A Hurricane,252493,2,0.482,0.617,4,-12.931,0,0.0458,0.00543,0.000146,0.284,0.718,125.697,audio_features,58XWGx7KNNkKneHdprcprX,spotify:track:58XWGx7KNNkKneHdprcprX,https://api.spotify.com/v1/tracks/58XWGx7KNNkKneHdprcprX,https://api.spotify.com/v1/audio-analysis/58XWGx7KNNkKneHdprcprX,4
Every Little Thing She Does Is Magic,260573,2,0.558,0.768,2,-9.997,1,0.0343,0.121,0.0626,0.124,0.429,81.909,audio_features,44aTAUBF0g6sMkMNE8I5kd,spotify:track:44aTAUBF0g6sMkMNE8I5kd,https://api.spotify.com/v1/tracks/44aTAUBF0g6sMkMNE8I5kd,https://api.spotify.com/v1/audio-analysis/44aTAUBF0g6sMkMNE8I5kd,4
American Woman,307493,1,0.55,0.726,2,-8.51,1,0.0516,0.146,0.00608,0.428,0.37,92.697,audio_features,3LQPTJEqOfljGBxmpgUnoC,spotify:track:3LQPTJEqOfljGBxmpgUnoC,https://api.spotify.com/v1/tracks/3LQPTJEqOfljGBxmpgUnoC,https://api.spotify.com/v1/audio-analysis/3LQPTJEqOfljGBxmpgUnoC,4
I Got A Name,192867,1,0.584,0.656,4,-9.423,1,0.0433,0.83,0.000443,0.13,0.609,86.747,audio_features,2sbF2F1fIKylqW79XFLbH8,spotify:track:2sbF2F1fIKylqW79XFLbH8,https://api.spotify.com/v1/tracks/2sbF2F1fIKylqW79XFLbH8,https://api.spotify.com/v1/audio-analysis/2sbF2F1fIKylqW79XFLbH8,4
Have a Cigar,307733,3,0.454,0.65,4,-10.191,0,0.0437,0.407,0.0488,0.589,0.72,120.155,audio_features,3CmHvyZQQAGkKkTjTBFWN6,spotify:track:3CmHvyZQQAGkKkTjTBFWN6,https://api.spotify.com/v1/tracks/3CmHvyZQQAGkKkTjTBFWN6,https://api.spotify.com/v1/audio-analysis/3CmHvyZQQAGkKkTjTBFWN6,4
Is There Anybody Out There?,161595,2,0.307,0.0742,9,-27.159,0,0.0359,0.72,0.315,0.11,0.0394,118.682,audio_features,5HAjss9faCAowGY8dM24r6,spotify:track:5HAjss9faCAowGY8dM24r6,https://api.spotify.com/v1/tracks/5HAjss9faCAowGY8dM24r6,https://api.spotify.com/v1/audio-analysis/5HAjss9faCAowGY8dM24r6,4
Minute by Minute,206973,3,0.735,0.276,0,-18.071,1,0.044,0.549,0.000201,0.1,0.966,142.979,audio_features,37oLDb3119IdKSIFQmSGRj,spotify:track:37oLDb3119IdKSIFQmSGRj,https://api.spotify.com/v1/tracks/37oLDb3119IdKSIFQmSGRj,https://api.spotify.com/v1/audio-analysis/37oLDb3119IdKSIFQmSGRj,3
Here Is Gone,238333,3,0.351,0.74,1,-3.432,1,0.0318,0.000502,0.00144,0.107,0.218,102.124,audio_features,7p1PhtGLjq0ISncRXBHqXY,spotify:track:7p1PhtGLjq0ISncRXBHqXY,https://api.spotify.com/v1/tracks/7p1PhtGLjq0ISncRXBHqXY,https://api.spotify.com/v1/audio-analysis/7p1PhtGLjq0ISncRXBHqXY,4
Give A Little Bit,248173,1,0.531,0.818,2,-5.358,1,0.0452,0.0694,0.0096,0.263,0.471,90.767,audio_features,6XUHsYE38CEbYunT983O9G,spotify:track:6XUHsYE38CEbYunT983O9G,https://api.spotify.com/v1/tracks/6XUHsYE38CEbYunT983O9G,https://api.spotify.com/v1/audio-analysis/6XUHsYE38CEbYunT983O9G,4
Fire and Rain,200579,7,0.611,0.35,5,-14.48,1,0.0356,0.499,7.84e-06,0.0844,0.36,76.064,audio_features,3LcYYV9ozePfgYYmXv0P3r,spotify:track:3LcYYV9ozePfgYYmXv0P3r,https://api.spotify.com/v1/tracks/3LcYYV9ozePfgYYmXv0P3r,https://api.spotify.com/v1/audio-analysis/3LcYYV9ozePfgYYmXv0P3r,4
Wild World - 2009 Remastered Version,208560,5,0.573,0.722,5,-6.518,1,0.0295,0.182,0.0,0.29,0.59,144.209,audio_features,2kj5f1eRhUFhW6K0qUwoD8,spotify:track:2kj5f1eRhUFhW6K0qUwoD8,https://api.spotify.com/v1/tracks/2kj5f1eRhUFhW6K0qUwoD8,https://api.spotify.com/v1/audio-analysis/2kj5f1eRhUFhW6K0qUwoD8,4
You Keep Me Hangin' On,179573,1,0.206,0.7,4,-9.682,0,0.0469,0.0172,0.00582,0.228,0.317,172.338,audio_features,059LGQd42y87hQMHQyJGSU,spotify:track:059LGQd42y87hQMHQyJGSU,https://api.spotify.com/v1/tracks/059LGQd42y87hQMHQyJGSU,https://api.spotify.com/v1/audio-analysis/059LGQd42y87hQMHQyJGSU,3
Bad Reputation,169187,1,0.378,0.974,6,-4.055,1,0.194,0.00192,0.0139,0.0588,0.824,203.715,audio_features,7pu8AhGUxHZSCWTkQ2eb5M,spotify:track:7pu8AhGUxHZSCWTkQ2eb5M,https://api.spotify.com/v1/tracks/7pu8AhGUxHZSCWTkQ2eb5M,https://api.spotify.com/v1/audio-analysis/7pu8AhGUxHZSCWTkQ2eb5M,4
You Are Not Alone,345600,9,0.651,0.402,11,-9.303,1,0.028,0.639,7.73e-05,0.0765,0.258,119.873,audio_features,3AoeaZs8dFemFJr3JdzOL0,spotify:track:3AoeaZs8dFemFJr3JdzOL0,https://api.spotify.com/v1/tracks/3AoeaZs8dFemFJr3JdzOL0,https://api.spotify.com/v1/audio-analysis/3AoeaZs8dFemFJr3JdzOL0,4
Space Oddity - Live,272933,4,0.352,0.529,0,-8.479,1,0.0365,0.41,1.95e-05,0.728,0.16,131.005,audio_features,0dBzi0Vapr6MZUsTb47Mx9,spotify:track:0dBzi0Vapr6MZUsTb47Mx9,https://api.spotify.com/v1/tracks/0dBzi0Vapr6MZUsTb47Mx9,https://api.spotify.com/v1/audio-analysis/0dBzi0Vapr6MZUsTb47Mx9,4
Long Train Runnin',207267,2,0.575,0.912,7,-7.275,0,0.0393,0.0916,0.00211,0.0562,0.843,117.399,audio_features,4nXkbcTj3nyww1cHkw5RAP,spotify:track:4nXkbcTj3nyww1cHkw5RAP,https://api.spotify.com/v1/tracks/4nXkbcTj3nyww1cHkw5RAP,https://api.spotify.com/v1/audio-analysis/4nXkbcTj3nyww1cHkw5RAP,4
Strangers,200053,16,0.464,0.432,0,-8.115,1,0.0326,0.161,1.52e-05,0.1,0.524,127.62,audio_features,3L6bCxrwKe1qnsqFzssR4R,spotify:track:3L6bCxrwKe1qnsqFzssR4R,https://api.spotify.com/v1/tracks/3L6bCxrwKe1qnsqFzssR4R,https://api.spotify.com/v1/audio-analysis/3L6bCxrwKe1qnsqFzssR4R,4
This Time Tomorrow,205613,3,0.399,0.798,4,-7.541,0,0.0509,0.291,0.603,0.159,0.715,127.731,audio_features,2ZE2A47zah0C3Ee2uVKDbT,spotify:track:2ZE2A47zah0C3Ee2uVKDbT,https://api.spotify.com/v1/tracks/2ZE2A47zah0C3Ee2uVKDbT,https://api.spotify.com/v1/audio-analysis/2ZE2A47zah0C3Ee2uVKDbT,4
Play With Fire - Mono Version,133893,19,0.55,0.44,2,-9.751,1,0.0264,0.226,2.39e-05,0.141,0.124,109.036,audio_features,5d5TFtxmlr3MFcx73Zu2ei,spotify:track:5d5TFtxmlr3MFcx73Zu2ei,https://api.spotify.com/v1/tracks/5d5TFtxmlr3MFcx73Zu2ei,https://api.spotify.com/v1/audio-analysis/5d5TFtxmlr3MFcx73Zu2ei,4
Powerman,259147,21,0.56,0.788,2,-8.313,1,0.0325,0.472,0.7,0.157,0.786,97.935,audio_features,6ZilcYUIICcj8ihQ165irs,spotify:track:6ZilcYUIICcj8ihQ165irs,https://api.spotify.com/v1/tracks/6ZilcYUIICcj8ihQ165irs,https://api.spotify.com/v1/audio-analysis/6ZilcYUIICcj8ihQ165irs,4
Love Bites - Remastered 2017,346960,4,0.59,0.743,0,-7.078,0,0.0347,0.067,0.00093,0.0847,0.412,129.79,audio_features,3Dfy8YIxq89i84t108TvMi,spotify:track:3Dfy8YIxq89i84t108TvMi,https://api.spotify.com/v1/tracks/3Dfy8YIxq89i84t108TvMi,https://api.spotify.com/v1/audio-analysis/3Dfy8YIxq89i84t108TvMi,4
In the City - 2013 Remaster,224550,3,0.448,0.55,9,-7.427,1,0.026,0.0226,0.205,0.0425,0.709,81.814,audio_features,3fgch6faHYPKqE6C3hIYfo,spotify:track:3fgch6faHYPKqE6C3hIYfo,https://api.spotify.com/v1/tracks/3fgch6faHYPKqE6C3hIYfo,https://api.spotify.com/v1/audio-analysis/3fgch6faHYPKqE6C3hIYfo,4
Livin' Thing,212307,6,0.549,0.651,0,-7.097,1,0.0323,0.583,0.0,0.121,0.368,122.818,audio_features,2hdNya0b6Cc2YJ8IyaQIWp,spotify:track:2hdNya0b6Cc2YJ8IyaQIWp,https://api.spotify.com/v1/tracks/2hdNya0b6Cc2YJ8IyaQIWp,https://api.spotify.com/v1/audio-analysis/2hdNya0b6Cc2YJ8IyaQIWp,4
Crazy Love - 2013 Remaster,155453,3,0.575,0.188,9,-18.758,1,0.0959,0.841,4.37e-05,0.228,0.334,77.464,audio_features,2hjAc6x8EoSLhGxRNg8KEw,spotify:track:2hjAc6x8EoSLhGxRNg8KEw,https://api.spotify.com/v1/tracks/2hjAc6x8EoSLhGxRNg8KEw,https://api.spotify.com/v1/audio-analysis/2hjAc6x8EoSLhGxRNg8KEw,4
Into the Mystic - 2013 Remaster,205613,5,0.608,0.524,8,-10.266,1,0.0309,0.367,0.00254,0.115,0.797,86.204,audio_features,1lxVGQgbt0g7mMkmevl9Bm,spotify:track:1lxVGQgbt0g7mMkmevl9Bm,https://api.spotify.com/v1/tracks/1lxVGQgbt0g7mMkmevl9Bm,https://api.spotify.com/v1/audio-analysis/1lxVGQgbt0g7mMkmevl9Bm,4
Those Shoes - 2013 Remaster,294835,7,0.62,0.425,11,-9.309,0,0.039,0.0322,0.0551,0.0845,0.893,156.104,audio_features,13TrgZ4RqtjXd8w9wAuwxE,spotify:track:13TrgZ4RqtjXd8w9wAuwxE,https://api.spotify.com/v1/tracks/13TrgZ4RqtjXd8w9wAuwxE,https://api.spotify.com/v1/audio-analysis/13TrgZ4RqtjXd8w9wAuwxE,4
Where Are You Now,233853,10,0.474,0.508,6,-6.845,0,0.0235,0.316,0.0,0.166,0.358,77.31,audio_features,082KyGrUIooHcyyElugozU,spotify:track:082KyGrUIooHcyyElugozU,https://api.spotify.com/v1/tracks/082KyGrUIooHcyyElugozU,https://api.spotify.com/v1/audio-analysis/082KyGrUIooHcyyElugozU,4
Santa Fe,341667,5,0.518,0.507,3,-9.693,0,0.0295,0.126,0.0,0.0457,0.299,140.106,audio_features,1wmaAfrbe1JLiyt7SpZeQU,spotify:track:1wmaAfrbe1JLiyt7SpZeQU,https://api.spotify.com/v1/tracks/1wmaAfrbe1JLiyt7SpZeQU,https://api.spotify.com/v1/audio-analysis/1wmaAfrbe1JLiyt7SpZeQU,4
Don't Know What You Got (Till It's Gone),354640,3,0.384,0.535,9,-9.939,1,0.0289,0.238,0.00045,0.0533,0.232,132.445,audio_features,5QRs63VVKNaqUjg6XSSckM,spotify:track:5QRs63VVKNaqUjg6XSSckM,https://api.spotify.com/v1/tracks/5QRs63VVKNaqUjg6XSSckM,https://api.spotify.com/v1/audio-analysis/5QRs63VVKNaqUjg6XSSckM,4
Caravan - 2013 Remaster,300800,4,0.641,0.397,7,-12.285,1,0.0454,0.294,0.000717,0.0496,0.57,81.962,audio_features,1US01PIcb3RFVrcN8mO8CS,spotify:track:1US01PIcb3RFVrcN8mO8CS,https://api.spotify.com/v1/tracks/1US01PIcb3RFVrcN8mO8CS,https://api.spotify.com/v1/audio-analysis/1US01PIcb3RFVrcN8mO8CS,4
Dancing With Myself - EP Version,291600,1,0.433,0.915,4,-5.095,1,0.0838,0.00151,0.0,0.361,0.882,176.997,audio_features,1WYedq08MjytnpXfoM2dl2,spotify:track:1WYedq08MjytnpXfoM2dl2,https://api.spotify.com/v1/tracks/1WYedq08MjytnpXfoM2dl2,https://api.spotify.com/v1/audio-analysis/1WYedq08MjytnpXfoM2dl2,4
Here I Go Again - 2018 Remaster,275395,4,0.292,0.823,7,-6.763,1,0.0407,0.0117,7.79e-05,0.155,0.244,89.939,audio_features,1qOU8KzFifXE9YrgjVwYvc,spotify:track:1qOU8KzFifXE9YrgjVwYvc,https://api.spotify.com/v1/tracks/1qOU8KzFifXE9YrgjVwYvc,https://api.spotify.com/v1/audio-analysis/1qOU8KzFifXE9YrgjVwYvc,4
Smoke on the Water,342173,5,0.632,0.586,0,-11.333,1,0.0284,0.0983,0.581,0.0535,0.89,114.243,audio_features,5SAUIWdZ04OxYfJFDchC7S,spotify:track:5SAUIWdZ04OxYfJFDchC7S,https://api.spotify.com/v1/tracks/5SAUIWdZ04OxYfJFDchC7S,https://api.spotify.com/v1/audio-analysis/5SAUIWdZ04OxYfJFDchC7S,4
After Midnight,143693,9,0.694,0.306,2,-19.315,1,0.0353,0.171,0.0736,0.0866,0.521,95.989,audio_features,1PC5GV3OaoXx5em8ttQOMI,spotify:track:1PC5GV3OaoXx5em8ttQOMI,https://api.spotify.com/v1/tracks/1PC5GV3OaoXx5em8ttQOMI,https://api.spotify.com/v1/audio-analysis/1PC5GV3OaoXx5em8ttQOMI,4
Always Somewhere,297733,3,0.511,0.371,0,-12.074,1,0.0298,0.0783,0.000864,0.112,0.185,113.998,audio_features,6Ok4D4w117mSi9OP8tmrpg,spotify:track:6Ok4D4w117mSi9OP8tmrpg,https://api.spotify.com/v1/tracks/6Ok4D4w117mSi9OP8tmrpg,https://api.spotify.com/v1/audio-analysis/6Ok4D4w117mSi9OP8tmrpg,4
Two Steps Behind - String / Acoustic Version,256486,4,0.456,0.419,2,-10.594,1,0.0247,0.117,0.0,0.178,0.425,146.148,audio_features,0hJnqEmo8DeMmRhh6mwAof,spotify:track:0hJnqEmo8DeMmRhh6mwAof,https://api.spotify.com/v1/tracks/0hJnqEmo8DeMmRhh6mwAof,https://api.spotify.com/v1/audio-analysis/0hJnqEmo8DeMmRhh6mwAof,4
Bicycle Race,182000,4,0.385,0.555,10,-10.694,0,0.105,0.0624,0.0,0.0298,0.69,168.164,audio_features,5rQKjP9forn7JVuiZBj6eZ,spotify:track:5rQKjP9forn7JVuiZBj6eZ,https://api.spotify.com/v1/tracks/5rQKjP9forn7JVuiZBj6eZ,https://api.spotify.com/v1/audio-analysis/5rQKjP9forn7JVuiZBj6eZ,4
Long Way Down,208507,1,0.326,0.926,11,-6.033,0,0.104,0.00105,0.0,0.15,0.462,168.49,audio_features,1J307YEKcn9pH7QT5fXTLt,spotify:track:1J307YEKcn9pH7QT5fXTLt,https://api.spotify.com/v1/tracks/1J307YEKcn9pH7QT5fXTLt,https://api.spotify.com/v1/audio-analysis/1J307YEKcn9pH7QT5fXTLt,4
Paranoid - 2012 - Remaster,168406,2,0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071,audio_features,1Y373MqadDRtclJNdnUXVc,spotify:track:1Y373MqadDRtclJNdnUXVc,https://api.spotify.com/v1/tracks/1Y373MqadDRtclJNdnUXVc,https://api.spotify.com/v1/audio-analysis/1Y373MqadDRtclJNdnUXVc,4
Where Do You Go To (My Lovely),278880,1,0.467,0.409,0,-7.341,1,0.0359,0.525,0.0,0.0893,0.509,175.987,audio_features,2ExEChLCSorn4k3FUxs7td,spotify:track:2ExEChLCSorn4k3FUxs7td,https://api.spotify.com/v1/tracks/2ExEChLCSorn4k3FUxs7td,https://api.spotify.com/v1/audio-analysis/2ExEChLCSorn4k3FUxs7td,3
Rock Of Ages,247829,7,0.706,0.785,11,-7.666,0,0.041,0.00802,0.0319,0.195,0.636,105.893,audio_features,2AmEv442DGwSxMGZ9XEvBA,spotify:track:2AmEv442DGwSxMGZ9XEvBA,https://api.spotify.com/v1/tracks/2AmEv442DGwSxMGZ9XEvBA,https://api.spotify.com/v1/audio-analysis/2AmEv442DGwSxMGZ9XEvBA,4
Pictures of Matchstick Men - Mono Version,190600,12,0.241,0.604,7,-3.817,1,0.0313,0.0672,4.98e-05,0.0541,0.417,173.134,audio_features,0MRs5O62wfDgf5cQKalrPq,spotify:track:0MRs5O62wfDgf5cQKalrPq,https://api.spotify.com/v1/tracks/0MRs5O62wfDgf5cQKalrPq,https://api.spotify.com/v1/audio-analysis/0MRs5O62wfDgf5cQKalrPq,4
50 Ways to Leave Your Lover,217347,4,0.815,0.372,7,-12.814,1,0.0752,0.166,0.000116,0.0767,0.293,101.684,audio_features,6Qb7gtV6Q4MnUjSbkFcopl,spotify:track:6Qb7gtV6Q4MnUjSbkFcopl,https://api.spotify.com/v1/tracks/6Qb7gtV6Q4MnUjSbkFcopl,https://api.spotify.com/v1/audio-analysis/6Qb7gtV6Q4MnUjSbkFcopl,4
Garden Party,229800,2,0.774,0.247,2,-21.657,1,0.0779,0.786,0.0186,0.116,0.803,143.955,audio_features,7J5tyfg3OYVNR97KH66ovw,spotify:track:7J5tyfg3OYVNR97KH66ovw,https://api.spotify.com/v1/tracks/7J5tyfg3OYVNR97KH66ovw,https://api.spotify.com/v1/audio-analysis/7J5tyfg3OYVNR97KH66ovw,4
With A Little Help From My Friends,312173,9,0.307,0.43,2,-11.333,1,0.0629,0.288,0.000994,0.0988,0.305,145.224,audio_features,0YZ3J8xzGwLOg4yEgST1YK,spotify:track:0YZ3J8xzGwLOg4yEgST1YK,https://api.spotify.com/v1/tracks/0YZ3J8xzGwLOg4yEgST1YK,https://api.spotify.com/v1/audio-analysis/0YZ3J8xzGwLOg4yEgST1YK,3
Big Yellow Taxi,134800,10,0.611,0.47,4,-9.135,1,0.0356,0.579,0.0,0.581,0.97,85.527,audio_features,6UkMcAA19lTdjs22jtB7o2,spotify:track:6UkMcAA19lTdjs22jtB7o2,https://api.spotify.com/v1/tracks/6UkMcAA19lTdjs22jtB7o2,https://api.spotify.com/v1/audio-analysis/6UkMcAA19lTdjs22jtB7o2,4
I Started A Joke,188307,11,0.31,0.464,7,-8.755,1,0.0275,0.156,8.94e-06,0.132,0.431,144.775,audio_features,36CKza28wMxYdjdzji7ine,spotify:track:36CKza28wMxYdjdzji7ine,https://api.spotify.com/v1/tracks/36CKza28wMxYdjdzji7ine,https://api.spotify.com/v1/audio-analysis/36CKza28wMxYdjdzji7ine,4
Feel like Makin' Love - 2015 Remaster,313840,2,0.543,0.529,7,-9.717,1,0.0301,0.326,0.00269,0.709,0.746,85.126,audio_features,3KPwt1LBpt1jVSHz8GXERo,spotify:track:3KPwt1LBpt1jVSHz8GXERo,https://api.spotify.com/v1/tracks/3KPwt1LBpt1jVSHz8GXERo,https://api.spotify.com/v1/audio-analysis/3KPwt1LBpt1jVSHz8GXERo,4
Bad Company - 2015 Remaster,288053,5,0.545,0.467,8,-10.862,1,0.0305,0.491,0.175,0.0805,0.444,113.713,audio_features,36vTL8WP4ZoD1bbUaW0V3E,spotify:track:36vTL8WP4ZoD1bbUaW0V3E,https://api.spotify.com/v1/tracks/36vTL8WP4ZoD1bbUaW0V3E,https://api.spotify.com/v1/audio-analysis/36vTL8WP4ZoD1bbUaW0V3E,4
Night Moves,324423,2,0.705,0.743,1,-6.631,1,0.042,0.432,0.0133,0.103,0.374,118.552,audio_features,6UBjSnyP1O5W5ndJoO9vUk,spotify:track:6UBjSnyP1O5W5ndJoO9vUk,https://api.spotify.com/v1/tracks/6UBjSnyP1O5W5ndJoO9vUk,https://api.spotify.com/v1/audio-analysis/6UBjSnyP1O5W5ndJoO9vUk,4
Mainstreet,223090,6,0.505,0.747,8,-5.422,1,0.0308,0.064,0.00647,0.244,0.529,139.865,audio_features,0XVR94voJPToKX1XoOw0ot,spotify:track:0XVR94voJPToKX1XoOw0ot,https://api.spotify.com/v1/tracks/0XVR94voJPToKX1XoOw0ot,https://api.spotify.com/v1/audio-analysis/0XVR94voJPToKX1XoOw0ot,4
